    BicycleBmxTeal, {x:1.84, y:1.02, z:1.29}
    Cardboard Box Closed, {x:0.70, y:0.70, z:0.70}
    WineBottle 01, {x:0.23, y:0.23, z:0.61}
    Sand 02, {x:1.00, y:1.00, z:1.00}
    Column Wood 1M, {x:1.02, y:0.27, z:0.27}
    Window 1x2 Glass Panel, {x:0.51, y:0.11, z:1.41}
    Gold, {x:1.00, y:1.00, z:1.00}
    Hot Dog, {x:0.38, y:0.23, z:0.14}
    Tin Can Black, {x:0.14, y:0.14, z:0.24}
    Stone Trap Door, {x:1.86, y:0.00, z:0.94}
    Big Tube, {x:9.02, y:9.64, z:14.32}
    Sand 03, {x:1.00, y:1.00, z:1.00}
    StonePath 01, {x:1.99, y:0.99, z:0.06}
    Diamond Pattern Yellow, {x:1.00, y:1.00, z:1.00}
    HWN20 ScaryTree 02, {x:3.31, y:3.61, z:4.89}
    ChineseLampRopeSmall 01, {x:1.00, y:0.09, z:0.37}
    TempleMoon 01, {x:6.24, y:3.81, z:4.99}
    Log Large 01, {x:5.00, y:0.52, z:0.50}
    GreenGreyCorner, {x:2.00, y:2.00, z:4.00}
    Pipe Long B, {x:0.70, y:0.52, z:2.56}
    DarkGreyFloor, {x:4.00, y:4.00, z:0.01}
    PinkCushion, {x:0.63, y:0.13, z:0.63}
    Outdoor Box Lamp 4, {x:0.58, y:0.83, z:1.26}
    Deck 8M V1, {x:8.26, y:2.00, z:0.70}
    Chairwood 02, {x:0.57, y:0.54, z:0.52}
    PeachCushion, {x:0.63, y:0.13, z:0.63}
    NavyRoof Corner Small, {x:2.00, y:2.00, z:0.70}
    PeachWindow, {x:2.00, y:0.40, z:4.00}
    HWN20 SkullChain 01, {x:0.36, y:0.39, z:2.71}
    Chest Top Gold 01, {x:1.70, y:1.08, z:0.61}
    FloatingStairs, {x:2.00, y:4.02, z:3.76}
    VegetablesBox 01, {x:1.20, y:0.62, z:0.33}
    Armchair C, {x:1.40, y:1.28, z:1.48}
    Plant 04, {x:0.52, y:1.39, z:0.85}
    Drinks Dispenser Black, {x:1.39, y:0.49, z:0.98}
    HWN20 FenceWood, {x:0.22, y:2.34, z:1.11}
    Rover 01, {x:3.03, y:3.84, z:2.57}
    Mushroom 02, {x:0.23, y:0.33, z:0.24}
    RedRoof 3Edges Small, {x:2.00, y:2.00, z:0.70}
    Tree Forest Turquoise 02, {x:8.63, y:6.88, z:8.58}
    ButtonPanel 01, {x:0.33, y:0.33, z:1.14}
    PurpleTileRoof, {x:4.04, y:4.43, z:1.40}
    HighBackChair, {x:0.63, y:0.63, z:1.42}
    HWN20 Grave 02, {x:1.47, y:0.52, z:1.15}
    Helipad, {x:19.23, y:19.73, z:3.58}
    HWN20 Grave 16, {x:0.99, y:0.46, z:1.58}
    BonesSkull 01, {x:0.46, y:0.59, z:0.45}
    Module Stair Straight 3M, {x:3.00, y:1.00, z:0.50}
    Poster3, {x:1.00, y:0.00, z:0.60}
    FenceStoneSmall 02, {x:0.27, y:1.06, z:1.10}
    Building Decor 02, {x:0.00, y:0.00, z:0.00}
    TreeFir 03, {x:2.29, y:4.92, z:2.16}
    PebbleFloor, {x:4.00, y:4.00, z:0.01}
    Helicopter Red, {x:10.15, y:14.31, z:3.75}
    HangingStructure 01, {x:1.19, y:1.05, z:2.33}
    FireStructure 01, {x:1.47, y:1.26, z:0.59}
    Stone Module 2M, {x:2.00, y:2.00, z:0.05}
    FenceStoneTallLarge 01, {x:0.32, y:5.00, z:1.83}
    NavyCorner, {x:2.00, y:2.00, z:4.00}
    LightCylinder 01, {x:0.62, y:0.62, z:0.75}
    Horizontal Flying Taxi Occupied, {x:2.78, y:4.97, z:2.47}
    Lever Pirates, {x:0.15, y:0.13, z:1.17}
    NavyDoorframe, {x:2.00, y:0.30, z:4.00}
    Stone Magic 02, {x:3.59, y:4.05, z:2.12}
    Mushroom Brown, {x:1.00, y:1.00, z:1.00}
    Wheelbarrow 02, {x:2.45, y:1.05, z:1.01}
    HWN20 IronEntranceArch 01, {x:0.20, y:3.09, z:9.21}
    OrangeCushion, {x:0.63, y:0.13, z:0.63}
    PlantSF 10, {x:0.54, y:0.47, z:1.68}
    PlantSF 04, {x:1.16, y:0.86, z:0.90}
    Floor Tiles 2M 04, {x:2.00, y:2.00, z:0.06}
    GeckoStone 01, {x:0.58, y:1.04, z:1.16}
    TreePine 03, {x:3.26, y:3.32, z:5.71}
    Window 4x4 V3 Open, {x:2.79, y:0.95, z:2.28}
    Pond 02, {x:4.84, y:7.43, z:1.04}
    FloorFantasyRocks 02, {x:16.00, y:16.00, z:0.02}
    Window 4x4 V2 Open, {x:2.79, y:0.95, z:2.06}
    IceCreamTruck 01, {x:2.51, y:1.49, z:2.36}
    HWN20 Pumpkin 05, {x:0.62, y:0.59, z:0.58}
    Stone Iron, {x:1.00, y:1.00, z:1.00}
    PlainWhiteFloor Small, {x:2.00, y:2.00, z:0.01}
    Gear Angled 10 Teeth, {x:2.49, y:2.46, z:0.53}
    Cart Medium, {x:1.80, y:4.56, z:1.96}
    TreeRoundPine 02, {x:3.10, y:4.48, z:3.09}
    Shield 01, {x:0.79, y:0.14, z:0.79}
    Road T Short, {x:4.00, y:3.05, z:0.04}
    Lamp, {x:0.79, y:0.74, z:4.00}
    LightCorner 01, {x:1.25, y:1.25, z:0.15}
    Cannonball 03, {x:1.32, y:0.67, z:0.50}
    AirVent Straight Short 01, {x:2.02, y:1.04, z:1.04}
    Chopsticks, {x:0.27, y:0.12, z:0.10}
    BonesSmall 01, {x:0.19, y:0.74, z:0.09}
    House 7 M Brown, {x:7.53, y:9.40, z:7.24}
    PinkRoof Corner Small, {x:2.00, y:2.00, z:0.70}
    Crater 02, {x:2.72, y:2.62, z:1.09}
    Pillar Cylinder 03, {x:0.78, y:0.78, z:4.01}
    Tree Dead 04, {x:7.40, y:3.60, z:7.55}
    MetalRoof 2Edges, {x:4.00, y:4.00, z:0.70}
    Fence Wood V4 2, {x:3.07, y:0.11, z:1.41}
    HexagonGridDoorframe, {x:2.00, y:0.33, z:4.00}
    Food Lids Sushi, {x:0.20, y:0.14, z:0.26}
    MetalRoof 3Edges, {x:4.00, y:4.00, z:0.70}
    Tree Leafs 01, {x:7.68, y:7.46, z:8.60}
    FenceSticksLarge 01, {x:0.11, y:5.08, z:0.99}
    HWN20 IronfFence 03, {x:0.16, y:2.74, z:4.04}
    Lever Scifi, {x:0.73, y:0.93, z:0.27}
    GreyRoof Corner, {x:4.00, y:4.00, z:0.70}
    Solid Green Pattern, {x:1.00, y:1.00, z:1.00}
    Furnace 6 Pipe, {x:1.04, y:0.41, z:1.05}
    Pipe Short, {x:0.48, y:0.48, z:0.91}
    PlantSF 09, {x:0.81, y:0.84, z:0.75}
    Cactus 1, {x:2.30, y:1.83, z:4.24}
    Glass Violet, {x:1.00, y:1.00, z:1.00}
    RockArc 02, {x:11.57, y:2.82, z:7.54}
    Book 02, {x:0.38, y:0.47, z:0.14}
    ChineseLantern 05, {x:0.25, y:0.25, z:0.62}
    Cart Small 1, {x:1.37, y:3.23, z:1.38}
    Deck 7M V03, {x:7.00, y:2.20, z:3.72}
    Glowing Stone 03, {x:0.19, y:0.18, z:0.22}
    Table Wood 01, {x:3.41, y:1.77, z:0.99}
    Cart Big Closed, {x:2.86, y:7.03, z:3.98}
    Deck 6M V03, {x:6.01, y:2.20, z:3.71}
    Rock 02, {x:1.32, y:1.64, z:2.49}
    Window 4x4 Frame, {x:2.06, y:0.17, z:1.90}
    Grass Module 4M, {x:4.00, y:4.00, z:0.08}
    TubePiece 03, {x:2.27, y:0.43, z:1.11}
    HWN20 Grave 33, {x:0.99, y:2.11, z:1.35}
    FancyWall, {x:2.00, y:0.51, z:4.00}
    HWN20 Grave 27, {x:1.14, y:1.36, z:1.65}
    Stone 01, {x:2.33, y:2.41, z:1.56}
    Wall Brick Red, {x:2.50, y:0.48, z:5.00}
    Computer 01, {x:0.86, y:0.68, z:1.65}
    WoodFloor, {x:4.00, y:4.00, z:0.01}
    Pixel Critter F, {x:1.47, y:0.08, z:1.79}
    FenceStoneMedium 02, {x:0.27, y:3.06, z:1.10}
    RedRoof 4Edges, {x:4.00, y:4.00, z:0.70}
    WoodenBoardCorner, {x:2.03, y:2.03, z:4.00}
    Fence Stone 3M, {x:3.11, y:0.34, z:1.14}
    Vase 1, {x:0.37, y:0.37, z:0.51}
    Buy, {x:0.46, y:0.07, z:0.44}
    PurpleRoof 3Edges Small, {x:2.00, y:2.00, z:0.70}
    Store 02, {x:2.71, y:3.40, z:2.74}
    Comet 03, {x:4.15, y:2.18, z:2.13}
    HWN20 GreenGhost, {x:0.12, y:0.85, z:0.83}
    Well Bucket, {x:0.46, y:0.48, z:0.67}
    DiagonalBoardWindow, {x:2.00, y:0.40, z:4.00}
    Mines Car Track Half Curve, {x:2.19, y:3.25, z:0.09}
    BeigeRoof 3Edges Small, {x:2.00, y:2.00, z:0.70}
    Dirt Snow, {x:1.00, y:1.00, z:1.00}
    Tree Forest Pink 01, {x:7.95, y:6.44, z:9.58}
    Cable 2M 02, {x:1.11, y:2.00, z:0.12}
    Neon Curve Red, {x:0.17, y:0.08, z:0.76}
    OpenChestTop 01, {x:1.47, y:0.68, z:0.33}
    Mines Runway 3M V2, {x:1.09, y:2.99, z:0.11}
    WoodBigChair 01, {x:0.73, y:0.70, z:1.57}
    FenceWoodDoor 01, {x:0.22, y:1.21, z:0.96}
    Knife 01, {x:0.05, y:0.40, z:0.02}
    HWN20 Column 01, {x:0.81, y:0.81, z:2.85}
    Window 2x2 Open V2, {x:1.15, y:1.00, z:1.65}
    BlueRoof 1Edge Small, {x:2.00, y:2.00, z:0.70}
    ChineseFountain 02, {x:0.73, y:0.73, z:1.83}
    Decentral, {x:1.45, y:0.07, z:0.47}
    ChineseFountain 03, {x:0.41, y:0.41, z:1.97}
    Bench 1, {x:1.95, y:0.60, z:1.08}
    BeigeRoof Corner, {x:4.00, y:4.00, z:0.70}
    FenceWoodSmall 01, {x:0.17, y:1.00, z:2.01}
    FenceWoodMedium 01, {x:0.17, y:3.00, z:2.08}
    TurretBase 02, {x:3.18, y:3.18, z:1.50}
    Furnit Bar 2 3M, {x:2.96, y:0.42, z:1.63}
    Sign 01, {x:0.38, y:2.12, z:1.23}
    TrainTrack Straight 01, {x:1.60, y:2.00, z:0.06}
    T Red, {x:0.50, y:0.08, z:0.50}
    NavyRoof 1Edge, {x:4.00, y:4.00, z:0.70}
    Cable 2M 03, {x:0.27, y:2.00, z:0.12}
    Mines Runway 3M V3, {x:1.09, y:3.03, z:1.10}
    Camera 01, {x:0.22, y:0.96, z:0.31}
    House 7 M Gray, {x:7.53, y:9.39, z:9.88}
    Mines Tunel Curve Half, {x:4.58, y:5.86, z:3.42}
    Comet 02, {x:1.02, y:0.97, z:0.81}
    Pillar Top Stones Corner 01, {x:2.99, y:3.00, z:1.63}
    AirVent Straight Long 01, {x:4.02, y:1.04, z:1.04}
    Pipes C, {x:3.88, y:3.79, z:3.01}
    Store 03, {x:1.54, y:2.74, z:2.52}
    Module Stone Straight Window 02, {x:4.00, y:0.85, z:4.00}
    TurquoiseCorner, {x:2.00, y:2.00, z:4.00}
    BicycleParking 01, {x:0.86, y:2.42, z:0.43}
    Garland, {x:15.03, y:0.38, z:0.39}
    Q Blue, {x:0.50, y:0.08, z:0.50}
    Brick Light Tile, {x:1.00, y:1.00, z:1.00}
    Suitcase 01, {x:0.20, y:0.98, z:0.58}
    CoinMana 01, {x:0.83, y:0.72, z:0.05}
    FenceWood End 01, {x:0.27, y:0.27, z:1.11}
    P Blue, {x:0.50, y:0.08, z:0.50}
    HWN20 Grave 26, {x:1.09, y:1.29, z:2.07}
    Pipe Holder, {x:0.91, y:0.26, z:0.73}
    RockMedium 01, {x:1.32, y:1.21, z:0.60}
    TubePiece 02, {x:3.87, y:0.61, z:1.10}
    HWN20 Grave 32, {x:0.99, y:2.10, z:1.57}
    Wood Plank, {x:1.00, y:1.00, z:1.00}
    Rock 03, {x:2.55, y:1.06, z:1.03}
    Stone Module 1M, {x:1.00, y:1.00, z:0.05}
    ArrowBoardWall, {x:2.00, y:0.36, z:4.00}
    Tree Forest Blue 01, {x:7.95, y:6.44, z:9.58}
    Bike Rack, {x:5.07, y:1.95, z:0.90}
    WhiteModernArmchair, {x:1.22, y:0.98, z:1.25}
    Glowing Stone 02, {x:0.19, y:0.18, z:0.22}
    Deck 6M V02, {x:6.01, y:2.19, z:3.71}
    PurpleRoof 3Edges, {x:4.00, y:4.00, z:0.70}
    Ring Green Light, {x:2.00, y:2.00, z:0.10}
    ChineseLantern 04, {x:0.41, y:0.41, z:0.92}
    Book 03, {x:0.38, y:0.47, z:0.15}
    LimeRoof 1Edge, {x:4.00, y:4.00, z:0.70}
    PurpleRoof 2Edges, {x:4.00, y:4.00, z:0.70}
    Deck 7M V02, {x:7.00, y:2.19, z:3.72}
    CreamRoof 2Edges Small, {x:2.00, y:2.00, z:0.70}
    MailPost 01, {x:0.68, y:1.36, z:0.85}
    A Red, {x:0.50, y:0.08, z:0.50}
    Lava, {x:1.00, y:1.00, z:1.00}
    Beam Interior 1, {x:4.19, y:0.48, z:3.23}
    Tree 6, {x:1.55, y:2.05, z:1.37}
    PlantSF 08, {x:1.11, y:0.98, z:1.10}
    Awning 2M, {x:2.00, y:1.37, z:0.34}
    Solid Red Pattern, {x:1.00, y:1.00, z:1.00}
    Neon Hanging Sign, {x:1.00, y:0.04, z:0.52}
    DarkGreyRoof 1Edge Small, {x:2.00, y:2.00, z:0.70}
    HWN20 IronfFence 02, {x:0.18, y:3.39, z:4.01}
    Soft Drink, {x:0.17, y:0.18, z:0.32}
    Sushi Set 1, {x:0.61, y:0.33, z:0.08}
    CommandControl 01, {x:5.70, y:2.90, z:1.92}
    Pillar Cylinder 02, {x:0.76, y:0.76, z:4.00}
    Crater 03, {x:1.75, y:1.79, z:0.60}
    Traffic Post Blue, {x:0.27, y:0.27, z:1.12}
    FoodWatermelon 01, {x:0.69, y:0.56, z:0.54}
    BlackRoof 1Edge Small, {x:2.00, y:2.00, z:0.70}
    Coin 01, {x:0.11, y:0.11, z:0.01}
    TNT Detonator, {x:0.42, y:0.22, z:0.72}
    Crater 01, {x:2.80, y:2.58, z:0.56}
    Cracked Gold, {x:16.00, y:16.00, z:0.02}
    Tree Leafs 02, {x:3.65, y:3.78, z:3.59}
    Taxi, {x:2.51, y:6.49, z:2.21}
    FenceIronDoor 01, {x:0.14, y:1.90, z:1.73}
    Fence Wood V4 1, {x:2.99, y:0.11, z:1.52}
    TurquoiseDoorframe, {x:2.00, y:0.30, z:4.00}
    Vertical Platform Fantasy, {x:1.11, y:1.11, z:0.84}
    HWN20 DragonBush, {x:2.01, y:19.57, z:5.31}
    MagnoliaCorner, {x:2.00, y:2.00, z:4.00}
    Cactus 2, {x:2.20, y:2.05, z:3.51}
    PlainYellowWall, {x:2.00, y:0.40, z:4.00}
    Chest Tube, {x:1.00, y:1.00, z:1.00}
    Beam Interior 3, {x:4.04, y:0.49, z:3.23}
    Tree 4, {x:1.94, y:2.28, z:3.42}
    RockArc 01, {x:12.70, y:3.23, z:7.67}
    WallCloths Red 01, {x:4.08, y:0.75, z:1.53}
    BlueRoof 4Edges, {x:4.00, y:4.00, z:0.70}
    Book 01, {x:0.38, y:0.47, z:0.09}
    ChineseLantern 06, {x:0.57, y:0.54, z:1.41}
    Cart Small 2, {x:1.37, y:3.23, z:1.02}
    Rock 01, {x:2.29, y:2.53, z:3.73}
    Tree Forest Blue 03, {x:14.35, y:10.48, z:12.19}
    GlassRoof 1Edge, {x:4.00, y:4.00, z:0.70}
    Box Big, {x:1.02, y:0.89, z:0.72}
    HWN20 Pennants, {x:6.14, y:0.52, z:0.88}
    DiscSciFi 01, {x:0.36, y:0.32, z:0.06}
    RockMedium 03, {x:1.15, y:1.58, z:0.64}
    BeigeRoof 1Edge Small, {x:2.00, y:2.00, z:0.70}
    HWN20 Grave 24, {x:1.22, y:1.34, z:1.76}
    LEDGridWindow, {x:2.00, y:0.40, z:4.00}
    Stone 02, {x:1.68, y:1.58, z:1.10}
    HWN20 Grave 30, {x:0.99, y:2.06, z:1.03}
    FenceIronEnd 01, {x:0.13, y:0.17, z:1.55}
    Mines Wood Fence Broken, {x:3.84, y:0.58, z:2.64}
    RedTileRoof, {x:4.04, y:4.43, z:1.39}
    HWN20 Grave 18, {x:1.47, y:1.56, z:2.42}
    Computer 02, {x:1.46, y:0.69, z:1.61}
    Pixel Critter E, {x:1.63, y:0.08, z:1.79}
    Vase 2, {x:0.36, y:0.36, z:0.33}
    Chest Top 01, {x:1.39, y:1.08, z:0.47}
    FenceStoneMedium 01, {x:0.32, y:3.06, z:1.10}
    NavyRoof 4Edges, {x:4.00, y:4.00, z:0.70}
    BeigeRoof 4Edges Small, {x:2.00, y:2.00, z:0.70}
    Sofa Black, {x:3.10, y:1.25, z:1.15}
    AcousticPanelCorner, {x:2.03, y:2.03, z:4.00}
    CrackedPillar, {x:0.60, y:0.50, z:4.00}
    BlueRoof Small, {x:2.00, y:2.00, z:0.20}
    Store 01, {x:2.93, y:3.48, z:2.59}
    RedRoof, {x:4.00, y:4.00, z:0.20}
    PurpleRoof 4Edges Small, {x:2.00, y:2.00, z:0.70}
    BeigeWindowLarge, {x:2.00, y:0.40, z:4.00}
    Mines Tunel 8M, {x:4.21, y:8.00, z:3.47}
    Lamp Blue, {x:0.31, y:0.96, z:0.40}
    Lever Genesis, {x:0.65, y:0.65, z:0.65}
    Cable 2M 01, {x:0.18, y:2.00, z:0.12}
    Tree Forest Pink 02, {x:8.63, y:6.88, z:8.58}
    FullWallWindow, {x:2.00, y:0.40, z:4.00}
    Sign 03, {x:0.32, y:0.91, z:1.25}
    Wall Brick White, {x:2.50, y:0.48, z:5.00}
    Stone With Cow Skull, {x:2.40, y:2.34, z:0.89}
    PeachFloor, {x:4.00, y:4.00, z:0.01}
    WhiteRoof 4Edges, {x:4.00, y:4.00, z:0.70}
    FuturisticCorner, {x:2.03, y:2.02, z:4.00}
    Bench 3, {x:2.26, y:0.65, z:0.53}
    HWN20 HandBush, {x:4.63, y:5.26, z:7.55}
    ChineseFountain 01, {x:1.61, y:1.61, z:1.69}
    Window 1x2 V2 Closed, {x:1.42, y:0.35, z:1.82}
    Window 2x2 Open V1, {x:1.74, y:0.58, z:1.65}
    HWN20 Column 02, {x:1.23, y:1.23, z:6.03}
    PeachDoorframe, {x:2.00, y:0.30, z:4.00}
    TurretBase 01, {x:2.78, y:2.78, z:1.29}
    Mines Car Track 1M, {x:1.05, y:1.00, z:0.09}
    HWN20 Column 03, {x:1.28, y:1.28, z:3.19}
    FenceWoodMedium 02, {x:0.17, y:3.00, z:2.07}
    FenceWoodSmall 02, {x:0.17, y:1.01, z:2.06}
    Bananas 01, {x:0.33, y:0.37, z:0.19}
    Bench 2, {x:0.82, y:0.56, z:0.46}
    Dock Ramp 01, {x:3.00, y:3.00, z:1.36}
    Solid Orange, {x:1.00, y:1.00, z:1.00}
    ModernSofa, {x:3.76, y:1.35, z:1.35}
    GreyRoof Small, {x:2.00, y:2.00, z:0.20}
    Sign 02, {x:0.63, y:1.68, z:0.92}
    Tree Forest Pink 03, {x:14.35, y:10.48, z:12.19}
    Stones Moss, {x:1.00, y:1.00, z:1.00}
    FenceSticksMedium 01, {x:0.11, y:3.06, z:0.99}
    H Red, {x:0.50, y:0.08, z:0.50}
    Comet 01, {x:1.66, y:0.89, z:1.07}
    CrateYellowBig 01, {x:1.80, y:0.94, z:0.82}
    Theatre 01, {x:5.12, y:9.13, z:5.36}
    CrackedWall, {x:2.00, y:0.30, z:4.00}
    Sewer Cover, {x:1.41, y:1.41, z:0.05}
    Danger Scifi Button, {x:0.39, y:0.45, z:0.20}
    Cardboard Box Open, {x:0.92, y:0.71, z:1.05}
    Solid Dirt, {x:1.00, y:1.00, z:1.00}
    Module Stone Straight Window 01, {x:4.00, y:0.85, z:4.00}
    Pergola 01, {x:5.27, y:5.27, z:4.65}
    FoodLemon 01, {x:0.15, y:0.17, z:0.21}
    LampPost 04, {x:1.50, y:2.43, z:0.50}
    Pixel Critter D, {x:1.63, y:0.08, z:1.79}
    Horizontal Flying Car Black, {x:2.79, y:4.98, z:2.22}
    HWN20 Grave 19, {x:1.09, y:1.29, z:1.67}
    HWN20 Grave 31, {x:0.99, y:2.05, z:1.19}
    TubePiece 01, {x:0.30, y:0.43, z:3.00}
    RockMedium 02, {x:1.45, y:1.06, z:0.69}
    Stone 03, {x:1.02, y:1.06, z:0.88}
    HWN20 Grave 25, {x:1.22, y:1.34, z:1.26}
    Motorbike Grey, {x:0.79, y:3.90, z:1.21}
    Tree Forest Blue 02, {x:8.63, y:6.88, z:8.58}
    Cart Big Open, {x:2.86, y:7.04, z:3.96}
    Grass03, {x:0.36, y:0.18, z:0.62}
    Turtle, {x:1.51, y:1.77, z:0.36}
    Z Blue, {x:0.50, y:0.08, z:0.50}
    LimeRoof 4Edges, {x:4.00, y:4.00, z:0.70}
    Deck 7M V01, {x:7.00, y:2.00, z:0.70}
    DarkGreyRoof 2Edges, {x:4.00, y:4.00, z:0.70}
    TwoColouredWall, {x:2.00, y:0.30, z:4.00}
    Deck 6M V01, {x:6.00, y:2.00, z:0.71}
    TurquoiseTileWindow, {x:2.00, y:0.40, z:4.00}
    Glowing Stone 01, {x:0.19, y:0.18, z:0.22}
    Billboard Explore Game, {x:4.09, y:0.59, z:5.00}
    DarkGreyRoof 3Edges, {x:4.00, y:4.00, z:0.70}
    Tree 5, {x:2.76, y:2.35, z:1.37}
    PlainPeachWall, {x:2.00, y:0.40, z:4.00}
    Beam Interior 2, {x:4.02, y:0.49, z:3.23}
    BlueFloor, {x:4.00, y:4.00, z:0.01}
    MailPost 02, {x:0.93, y:0.32, z:1.67}
    Stone Dirt, {x:1.00, y:1.00, z:1.00}
    Piano, {x:2.34, y:0.91, z:2.08}
    Cactus 3, {x:2.68, y:1.84, z:4.46}
    FloorBasePebbles 01, {x:16.00, y:16.00, z:0.02}
    Window 2x2 V3 Closed, {x:1.41, y:0.48, z:1.79}
    Deck 10M, {x:10.13, y:5.49, z:4.75}
    HWN20 IronfFence 01, {x:0.36, y:3.47, z:4.50}
    Window 1x2 Frame, {x:1.15, y:0.16, z:1.65}
    YellowRoof 4Edges, {x:4.00, y:4.00, z:0.70}
    Diamond Pattern Green, {x:1.00, y:1.00, z:1.00}
    Vertical Purple Pad, {x:2.00, y:2.00, z:0.10}
    Tree Leafs 03, {x:7.00, y:6.72, z:6.89}
    CreamRoof Corner Small, {x:2.00, y:2.00, z:0.70}
    FloorBaseTiles 01, {x:16.00, y:16.00, z:0.02}
    Sushi Set 2, {x:0.48, y:0.48, z:0.15}
    FoodApple 01, {x:0.16, y:0.17, z:0.17}
    AncientEgyptianWindow, {x:2.00, y:0.40, z:4.00}
    Anvil 01, {x:1.13, y:0.70, z:0.77}
    Hidrant, {x:0.72, y:0.72, z:1.09}
    Pillar Cylinder 01, {x:1.32, y:1.32, z:4.00}
    Shop Emissive, {x:6.11, y:9.10, z:4.99}
    RedWindow, {x:2.00, y:0.40, z:4.00}
    GreyWindowLarge, {x:2.00, y:0.40, z:4.00}
    Tree Dead 02, {x:4.54, y:4.37, z:5.73}
    Aston Martin, {x:2.92, y:6.71, z:1.78}
    Dirt, {x:1.00, y:1.00, z:1.00}
    Traffic Light B, {x:0.96, y:0.88, z:4.87}
    ForSaleSign 01, {x:0.14, y:1.86, z:1.32}
    Tweezers 01, {x:0.34, y:0.70, z:0.05}
    Vertical Black Pad, {x:2.00, y:2.00, z:0.10}
    Stone Tile 02, {x:0.61, y:0.38, z:0.04}
    Overhead Road Sign, {x:15.11, y:1.50, z:8.15}
    Vertical Green Pad, {x:2.00, y:2.00, z:0.10}
    Sandbag 01, {x:1.10, y:0.78, z:0.24}
    Manhole Yellow, {x:1.80, y:0.07, z:1.79}
    Tree 1, {x:2.97, y:3.14, z:7.72}
    Train Track 11 M Fork, {x:9.39, y:11.00, z:0.34}
    Cactus 7, {x:2.03, y:1.65, z:3.17}
    Rock 04, {x:0.70, y:0.65, z:1.55}
    LimeRoof Small, {x:2.00, y:2.00, z:0.20}
    TreasureCoins 01, {x:0.37, y:0.29, z:0.03}
    Traffic Cone Blue, {x:0.53, y:0.53, z:0.55}
    Deck 6M V05, {x:6.00, y:2.03, z:4.74}
    Book 04, {x:0.33, y:0.47, z:0.07}
    ChineseLantern 03, {x:0.52, y:0.52, z:0.87}
    TubeCurve 01, {x:0.50, y:1.24, z:2.25}
    Deck 7M V05, {x:7.09, y:2.03, z:4.74}
    CrackedCorner, {x:2.00, y:2.00, z:4.00}
    Log Medium 01, {x:3.00, y:0.48, z:0.50}
    Poster8, {x:1.00, y:0.00, z:1.66}
    Chip 03, {x:0.12, y:0.05, z:0.28}
    HWN20 Grave 09, {x:1.20, y:2.27, z:1.24}
    High Building 3, {x:5.08, y:19.07, z:20.32}
    HWN20 Grave 21, {x:1.66, y:1.61, z:2.03}
    CreamRoof 4Edges Small, {x:2.00, y:2.00, z:0.70}
    Stairs L 01, {x:5.00, y:2.00, z:4.05}
    GreenGreyFloor, {x:4.00, y:4.00, z:0.01}
    OrangeRoof 1Edge Small, {x:2.00, y:2.00, z:0.70}
    Grafitti Wall I, {x:4.00, y:0.33, z:4.00}
    E Blue, {x:0.50, y:0.08, z:0.50}
    D Blue, {x:0.50, y:0.08, z:0.50}
    SellingGoods 01, {x:1.77, y:1.04, z:1.28}
    Window 01, {x:0.63, y:0.22, z:1.71}
    Pipe Long, {x:0.48, y:0.48, z:2.32}
    HWN20 ZombieHand 01, {x:0.42, y:0.83, z:0.21}
    HWN20 IronDoor 01, {x:0.19, y:2.63, z:2.72}
    Cable 2M 04, {x:0.85, y:2.00, z:0.18}
    Pillar Top Stones Big 01, {x:4.00, y:3.02, z:1.64}
    GreenGreyDoorframe, {x:2.00, y:0.30, z:4.00}
    Game, {x:0.92, y:0.07, z:0.44}
    Chair Rock 01, {x:1.07, y:0.78, z:0.59}
    Tile Floor 02, {x:1.00, y:1.00, z:0.03}
    NavyRoof Small, {x:2.00, y:2.00, z:0.20}
    PlasmaGreen 01, {x:0.22, y:0.26, z:0.38}
    BushPatch 02, {x:0.60, y:0.40, z:4.56}
    Dock Column 01, {x:0.24, y:0.36, z:3.00}
    Propellor, {x:0.92, y:0.92, z:0.38}
    Basketball Hoop, {x:1.95, y:0.91, z:1.66}
    DarkGreyRoof Corner, {x:4.00, y:4.00, z:0.70}
    Fence Wood V2 2, {x:2.02, y:0.21, z:1.62}
    Module Stair Stones 3M, {x:3.00, y:1.12, z:0.42}
    Pillar Quad Half 01, {x:1.02, y:1.02, z:1.66}
    Stone Ancient, {x:1.00, y:1.00, z:1.00}
    FenceWoodLarge 02, {x:0.17, y:5.01, z:2.09}
    Traffic Cone Red, {x:0.53, y:0.53, z:0.55}
    Easel 01, {x:1.85, y:0.46, z:0.94}
    PirateHat 02, {x:0.45, y:0.60, z:0.32}
    Barrel Lid, {x:0.97, y:0.91, z:1.22}
    DiagonalBoardDoorframe, {x:2.00, y:0.37, z:4.00}
    Window 2x4 V3 Open, {x:1.74, y:0.55, z:2.23}
    CrygenicChamberTop 01, {x:3.05, y:1.00, z:0.53}
    Helicopter Pink, {x:10.22, y:14.32, z:3.75}
    Helicopter Blue, {x:10.31, y:14.32, z:3.75}
    Window 2x4 V2 Open, {x:1.74, y:0.55, z:2.05}
    Dirt Red Sand, {x:1.00, y:1.00, z:1.00}
    Comet 04, {x:2.45, y:1.72, z:1.94}
    Stone Tile, {x:1.00, y:1.00, z:1.00}
    Chest Plates, {x:1.47, y:0.76, z:0.89}
    Tile Floor 03, {x:1.00, y:1.00, z:0.03}
